"Notes","County","County Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Stone County, MO","29209",461,96342,478.5,434.8,522.2,22.3
,"Sullivan County, MO","29211",71,17571,404.1,315.6,509.7,48.0
,"Taney County, MO","29213",763,169983,448.9,417.0,480.7,16.3
,"Texas County, MO","29215",364,75942,479.3,430.1,528.6,25.1
,"Vernon County, MO","29217",285,58956,483.4,427.3,539.5,28.6
,"Warren County, MO","29219",339,111584,303.8,271.5,336.1,16.5
,"Washington County, MO","29221",277,70477,393.0,346.8,439.3,23.6
,"Wayne County, MO","29223",165,32517,507.4,430.0,584.9,39.5
,"Webster County, MO","29225",422,121542,347.2,314.1,380.3,16.9
,"Worth County, MO","29227",22,5845,376.4,235.9,569.9,80.2
,"Wright County, MO","29229",260,57169,454.8,399.5,510.1,28.2
,"St. Louis city, MO","29510",2779,861642,322.5,310.5,334.5,6.1
,"Beaverhead County, MT","30001",97,29128,333.0,270.1,406.2,33.8
,"Big Horn County, MT","30003",95,38559,246.4,199.3,301.2,25.3
,"Blaine County, MT","30005",53,20815,254.6,190.7,333.1,35.0
,"Broadwater County, MT","30007",67,23113,289.9,224.7,368.1,35.4
,"Carbon County, MT","30009",92,33445,275.1,221.8,337.4,28.7
,"Carter County, MT","30011",21,4228,496.7,307.5,759.2,108.4
,"Cascade County, MT","30013",674,254275,265.1,245.1,285.1,10.2
,"Chouteau County, MT","30015",40,17661,226.5,161.8,308.4,35.8
,"Custer County, MT","30017",120,35933,334.0,274.2,393.7,30.5
,"Daniels County, MT","30019",Suppressed,4947,Suppressed,Suppressed,Suppressed,Suppressed
,"Dawson County, MT","30021",92,26544,346.6,279.4,425.1,36.1
,"Deer Lodge County, MT","30023",95,28674,331.3,268.1,405.0,34.0
,"Fallon County, MT","30025",20,9022,221.7,135.4,342.4,49.6
,"Fergus County, MT","30027",125,35052,356.6,294.1,419.1,31.9
,"Flathead County, MT","30029",957,333947,286.6,268.4,304.7,9.3
,"Gallatin County, MT","30031",592,373979,158.3,145.5,171.0,6.5
,"Garfield County, MT","30033",13,3638,357.3,190.3,611.1,99.1
,"Glacier County, MT","30035",117,41075,284.8,233.2,336.5,26.3
,"Golden Valley County, MT","30037",12,2501,479.8,247.9,838.1,138.5
,"Granite County, MT","30039",34,10441,325.6,225.5,455.0,55.8
,"Hill County, MT","30041",175,48523,360.7,307.2,414.1,27.3
,"Jefferson County, MT","30043",121,38344,315.6,259.3,371.8,28.7
,"Judith Basin County, MT","30045",13,6242,208.3,110.9,356.1,57.8
,"Lake County, MT","30047",284,98224,289.1,255.5,322.8,17.2
,"Lewis and Clark County, MT","30049",600,221066,271.4,249.7,293.1,11.1
,"Liberty County, MT","30051",21,5892,356.4,220.6,544.8,77.8
,"Lincoln County, MT","30053",315,63945,492.6,438.2,547.0,27.8
,"McCone County, MT","30055",Suppressed,5103,Suppressed,Suppressed,Suppressed,Suppressed
,"Madison County, MT","30057",91,27703,328.5,264.5,403.3,34.4
,"Meagher County, MT","30059",18,6048,297.6,176.4,470.4,70.1
,"Mineral County, MT","30061",65,15008,433.1,334.3,552.0,53.7
,"Missoula County, MT","30063",886,362423,244.5,228.4,260.6,8.2
,"Musselshell County, MT","30065",59,15401,383.1,291.6,494.2,49.9
,"Park County, MT","30067",130,53166,244.5,202.5,286.6,21.4
,"Petroleum County, MT","30069",Suppressed,1597,Suppressed,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071",39,12681,307.5,218.7,420.4,49.2
,"Pondera County, MT","30073",59,18197,324.2,246.8,418.2,42.2
,"Powder River County, MT","30075",17,5170,328.8,191.6,526.5,79.8
,"Powell County, MT","30077",71,21183,335.2,261.8,422.8,39.8
,"Prairie County, MT","30079",12,3310,362.5,187.3,633.3,104.7
,"Ravalli County, MT","30081",436,140995,309.2,280.2,338.3,14.8
,"Richland County, MT","30083",100,33693,296.8,238.6,355.0,29.7
,"Roosevelt County, MT","30085",82,31712,258.6,205.7,321.0,28.6
,"Rosebud County, MT","30087",76,24372,311.8,245.7,390.3,35.8
,"Sanders County, MT","30089",134,40085,334.3,277.7,390.9,28.9
,"Sheridan County, MT","30091",28,10589,264.4,175.7,382.2,50.0
,"Silver Bow County, MT","30093",453,107839,420.1,381.4,458.8,19.7
,"Stillwater County, MT","30095",88,27394,321.2,257.6,395.8,34.2
,"Sweet Grass County, MT","30097",46,11201,410.7,300.7,547.8,60.6
,"Teton County, MT","30099",77,19067,403.8,318.7,504.7,46.0
,"Toole County, MT","30101",43,15226,282.4,204.4,380.4,43.1
,"Treasure County, MT","30103",Suppressed,2298,Suppressed,Suppressed,Suppressed,Suppressed
,"Valley County, MT","30105",105,22524,466.2,377.0,555.3,45.5
,"Wheatland County, MT","30107",24,6148,390.4,250.1,580.8,79.7
,"Wibaux County, MT","30109",23,2763,832.4,527.7,1249.1,173.6
,"Yellowstone County, MT","30111",1449,507841,285.3,270.6,300.0,7.5
,"Adams County, NE","31001",285,92896,306.8,271.2,342.4,18.2
,"Antelope County, NE","31003",57,18874,302.0,228.7,391.3,40.0
,"Arthur County, NE","31005",Suppressed,1284,Suppressed,Suppressed,Suppressed,Suppressed
,"Banner County, NE","31007",Suppressed,2026,Suppressed,Suppressed,Suppressed,Suppressed
,"Blaine County, NE","31009",Suppressed,1350,Suppressed,Suppressed,Suppressed,Suppressed
,"Boone County, NE","31011",77,16081,478.8,377.9,598.5,54.6
,"Box Butte County, NE","31013",102,31968,319.1,257.1,381.0,31.6
,"Boyd County, NE","31015",37,5255,704.1,495.7,970.5,115.8
,"Brown County, NE","31017",39,8633,451.8,321.2,617.6,72.3
,"Buffalo County, NE","31019",373,151622,246.0,221.0,271.0,12.7
,"Burt County, NE","31021",77,20191,381.4,301.0,476.6,43.5
,"Butler County, NE","31023",104,25330,410.6,331.7,489.5,40.3
,"Cass County, NE","31025",230,81585,281.9,245.5,318.3,18.6
,"Cedar County, NE","31027",83,24963,332.5,264.8,412.2,36.5
,"Chase County, NE","31029",52,11322,459.3,343.0,602.3,63.7
,"Cherry County, NE","31031",47,16414,286.3,210.4,380.8,41.8
,"Cheyenne County, NE","31033",108,28581,377.9,306.6,449.1,36.4
,"Clay County, NE","31035",57,18243,312.4,236.6,404.8,41.4
,"Colfax County, NE","31037",48,31508,152.3,112.3,202.0,22.0
,"Cuming County, NE","31039",117,26831,436.1,357.0,515.1,40.3
,"Custer County, NE","31041",131,31517,415.6,344.5,486.8,36.3
,"Dakota County, NE","31043",169,63551,265.9,225.8,306.0,20.5
,"Dawes County, NE","31045",108,24522,440.4,357.4,523.5,42.4
,"Dawson County, NE","31047",178,71867,247.7,211.3,284.1,18.6
,"Deuel County, NE","31049",24,5638,425.7,272.7,633.4,86.9
,"Dixon County, NE","31051",60,16500,363.6,277.5,468.1,46.9
,"Dodge County, NE","31053",380,111287,341.5,307.1,375.8,17.5
,"Douglas County, NE","31055",3751,1760875,213.0,206.2,219.8,3.5
,"Dundy County, NE","31057",20,4786,417.9,255.3,645.4,93.4
,"Fillmore County, NE","31059",80,16647,480.6,381.1,598.1,53.7
,"Franklin County, NE","31061",41,8601,476.7,342.1,646.7,74.4
,"Frontier County, NE","31063",24,7773,308.8,197.8,459.4,63.0
,"Furnas County, NE","31065",48,13735,349.5,257.7,463.3,50.4
,"Gage County, NE","31067",276,64833,425.7,375.5,475.9,25.6
,"Garden County, NE","31069",30,5478,547.6,369.5,781.8,100.0
,"Garfield County, NE","31071",49,5403,906.9,670.9,1199.0,129.6
,"Gosper County, NE","31073",31,5479,565.8,384.4,803.1,101.6
,"Grant County, NE","31075",Suppressed,1720,Suppressed,Suppressed,Suppressed,Suppressed
,"Greeley County, NE","31077",21,6615,317.5,196.5,485.3,69.3
,"Hall County, NE","31079",447,186273,240.0,217.7,262.2,11.4
,"Hamilton County, NE","31081",85,28352,299.8,239.5,370.7,32.5
,"Harlan County, NE","31083",47,9190,511.4,375.8,680.1,74.6
,"Hayes County, NE","31085",10,2538,394.0,188.9,724.6,124.6
,"Hitchcock County, NE","31087",26,7736,336.1,219.5,492.5,65.9
,"Holt County, NE","31089",103,30185,341.2,275.3,407.1,33.6
,"Hooker County, NE","31091",12,2099,571.7,295.4,998.6,165.0
,"Howard County, NE","31093",71,19573,362.7,283.3,457.6,43.0
,"Jefferson County, NE","31095",113,21384,528.4,431.0,625.9,49.7
,"Johnson County, NE","31097",75,15801,474.7,373.3,595.0,54.8
,"Kearney County, NE","31099",64,20134,317.9,244.8,405.9,39.7
,"Keith County, NE","31101",77,24661,312.2,246.4,390.2,35.6
,"Keya Paha County, NE","31103",Suppressed,2379,Suppressed,Suppressed,Suppressed,Suppressed
,"Kimball County, NE","31105",42,10016,419.3,302.2,566.8,64.7
,"Knox County, NE","31107",126,25035,503.3,415.4,591.2,44.8
,"Lancaster County, NE","31109",2250,975986,230.5,221.0,240.1,4.9
,"Lincoln County, NE","31111",387,101183,382.5,344.4,420.6,19.4
,"Logan County, NE","31113",Suppressed,2017,Suppressed,Suppressed,Suppressed,Suppressed
,"Loup County, NE","31115",Suppressed,1795,Suppressed,Suppressed,Suppressed,Suppressed
,"McPherson County, NE","31117",Suppressed,1134,Suppressed,Suppressed,Suppressed,Suppressed
,"Madison County, NE","31119",359,106332,337.6,302.7,372.5,17.8
,"Merrick County, NE","31121",78,23141,337.1,266.4,420.7,38.2
,"Morrill County, NE","31123",63,13605,463.1,355.8,592.5,58.3
,"Nance County, NE","31125",50,9990,500.5,371.5,659.8,70.8
,"Nemaha County, NE","31127",64,21175,302.2,232.8,386.0,37.8
,"Nuckolls County, NE","31129",58,12196,475.6,361.1,614.8,62.4
,"Otoe County, NE","31131",166,48463,342.5,290.4,394.6,26.6
,"Pawnee County, NE","31133",48,7588,632.6,466.4,838.7,91.3
,"Perkins County, NE","31135",25,8456,295.6,191.3,436.4,59.1
,"Phelps County, NE","31137",101,26982,374.3,301.3,447.3,37.2
,"Pierce County, NE","31139",71,21944,323.6,252.7,408.1,38.4
,"Platte County, NE","31141",288,103146,279.2,247.0,311.5,16.5
,"Polk County, NE","31143",73,15568,468.9,367.6,589.6,54.9
,"Red Willow County, NE","31145",129,31653,407.5,337.2,477.9,35.9
,"Richardson County, NE","31147",127,23153,548.5,453.1,643.9,48.7
,"Rock County, NE","31149",21,3780,555.6,343.9,849.2,121.2
,"Saline County, NE","31151",132,42863,308.0,255.4,360.5,26.8
,"Sarpy County, NE","31153",1072,589857,181.7,170.9,192.6,5.6
,"Saunders County, NE","31155",185,69368,266.7,228.3,305.1,19.6
,"Scotts Bluff County, NE","31157",356,107047,332.6,298.0,367.1,17.6
,"Seward County, NE","31159",168,52966,317.2,269.2,365.1,24.5
,"Sheridan County, NE","31161",60,15019,399.5,304.9,514.2,51.6
,"Sherman County, NE","31163",33,8927,369.7,254.5,519.1,64.4
,"Sioux County, NE","31165",10,3424,292.1,140.1,537.1,92.4
,"Stanton County, NE","31167",48,17389,276.0,203.5,366.0,39.8
,"Thayer County, NE","31169",58,14627,396.5,301.1,512.6,52.1
,"Thomas County, NE","31171",Suppressed,2021,Suppressed,Suppressed,Suppressed,Suppressed
,"Thurston County, NE","31173",62,19684,315.0,241.5,403.8,40.0
,"Valley County, NE","31175",57,12151,469.1,355.3,607.8,62.1
,"Washington County, NE","31177",149,63288,235.4,197.6,273.2,19.3
,"Wayne County, NE","31179",64,29529,216.7,166.9,276.8,27.1
,"Webster County, NE","31181",53,10098,524.9,393.2,686.5,72.1
,"Wheeler County, NE","31183",Suppressed,2355,Suppressed,Suppressed,Suppressed,Suppressed
,"York County, NE","31185",158,42954,367.8,310.5,425.2,29.3
,"Churchill County, NV","32001",315,77369,407.1,362.2,452.1,22.9
,"Clark County, NV","32003",19553,6952034,281.3,277.3,285.2,2.0
,"Douglas County, NV","32005",566,149043,379.8,348.5,411.0,16.0
,"Elko County, NV","32007",386,162254,237.9,214.2,261.6,12.1
,"Esmeralda County, NV","32009",15,2223,674.8,377.7,1112.9,174.2
,"Eureka County, NV","32011",21,5683,369.5,228.7,564.9,80.6
,"Humboldt County, NV","32013",103,52056,197.9,159.7,236.1,19.5
,"Lander County, NV","32015",65,17333,375.0,289.4,478.0,46.5
,"Lincoln County, NV","32017",51,13459,378.9,282.1,498.2,53.1
,"Lyon County, NV","32019",631,185071,341.0,314.3,367.6,13.6
,"Mineral County, NV","32021",59,13639,432.6,329.3,558.0,56.3
,"Nye County, NV","32023",963,163908,587.5,550.4,624.6,18.9
,"Pershing County, NV","32027",62,19567,316.9,242.9,406.2,40.2
,"Storey County, NV","32029",44,12490,352.3,256.0,472.9,53.1
,"Washoe County, NV","32031",4220,1488159,283.6,275.0,292.1,4.4
,"White Pine County, NV","32033",92,26492,347.3,280.0,425.9,36.2
,"Carson City, NV","32510",757,175159,432.2,401.4,463.0,15.7
,"Belknap County, NH","33001",678,194268,349.0,322.7,375.3,13.4
,"Carroll County, NH","33003",489,156147,313.2,285.4,340.9,14.2
,"Cheshire County, NH","33005",686,232382,295.2,273.1,317.3,11.3
,"Coos County, NH","33007",418,94165,443.9,401.3,486.5,21.7
,"Grafton County, NH","33009",823,276473,297.7,277.3,318.0,10.4
,"Hillsborough County, NH","33011",3136,1278027,245.4,236.8,254.0,4.4
,"Merrimack County, NH","33013",1271,468361,271.4,256.5,286.3,7.6
,"Rockingham County, NH","33015",2473,957060,258.4,248.2,268.6,5.2
,"Strafford County, NH","33017",965,397934,242.5,227.2,257.8,7.8
,"Sullivan County, NH","33019",448,131460,340.8,309.2,372.3,16.1
,"Atlantic County, NJ","34001",2625,825817,317.9,305.7,330.0,6.2
,"Bergen County, NJ","34003",6505,2864552,227.1,221.6,232.6,2.8
,"Burlington County, NJ","34005",4064,1399539,290.4,281.5,299.3,4.6
,"Camden County, NJ","34007",4433,1575874,281.3,273.0,289.6,4.2
,"Cape May County, NJ","34009",1290,285905,451.2,426.6,475.8,12.6
,"Cumberland County, NJ","34011",1508,457309,329.8,313.1,346.4,8.5
,"Essex County, NJ","34013",5432,2555511,212.6,206.9,218.2,2.9
,"Gloucester County, NJ","34015",2627,919501,285.7,274.8,296.6,5.6
,"Hudson County, NJ","34017",3537,2111301,167.5,162.0,173.0,2.8
,"Hunterdon County, NJ","34019",870,389884,223.1,208.3,238.0,7.6
,"Mercer County, NJ","34021",2969,1148257,258.6,249.3,267.9,4.7
,"Middlesex County, NJ","34023",5589,2585848,216.1,210.5,221.8,2.9
,"Monmouth County, NJ","34025",5555,1932251,287.5,279.9,295.0,3.9
,"Morris County, NJ","34027",3611,1536555,235.0,227.3,242.7,3.9
,"Ocean County, NJ","34029",8025,1963930,408.6,399.7,417.6,4.6
,"Passaic County, NJ","34031",3390,1545448,219.4,212.0,226.7,3.8
,"Salem County, NJ","34033",728,195501,372.4,345.3,399.4,13.8
,"Somerset County, NJ","34035",2268,1041364,217.8,208.8,226.8,4.6
,"Sussex County, NJ","34037",1202,437759,274.6,259.1,290.1,7.9
,"Union County, NJ","34039",3707,1714655,216.2,209.2,223.2,3.6
,"Warren County, NJ","34041",1049,332909,315.1,296.0,334.2,9.7
,"Bernalillo County, NM","35001",5332,2018487,264.2,257.1,271.2,3.6
,"Catron County, NM","35003",76,11383,667.7,526.0,835.7,76.6
,"Chaves County, NM","35005",747,192084,388.9,361.0,416.8,14.2
,"Cibola County, NM","35006",213,80914,263.2,227.9,298.6,18.0
,"Colfax County, NM","35007",141,36870,382.4,319.3,445.5,32.2
,"Curry County, NM","35009",396,142753,277.4,250.1,304.7,13.9
,"DeBaca County, NM","35011",31,5030,616.3,418.7,874.8,110.7
,"Dona Ana County, NM","35013",1694,670055,252.8,240.8,264.9,6.1
,"Eddy County, NM","35015",530,181586,291.9,267.0,316.7,12.7
,"Grant County, NM","35017",353,83047,425.1,380.7,469.4,22.6
,"Guadalupe County, NM","35019",55,13051,421.4,317.5,548.5,56.8
,"Harding County, NM","35021",Suppressed,1891,Suppressed,Suppressed,Suppressed,Suppressed
,"Hidalgo County, NM","35023",52,12042,431.8,322.5,566.3,59.9
,"Lea County, NM","35025",522,217557,239.9,219.4,260.5,10.5
,"Lincoln County, NM","35027",225,60876,369.6,321.3,417.9,24.6
,"Los Alamos County, NM","35028",116,57961,200.1,163.7,236.6,18.6
,"Luna County, NM","35029",318,76597,415.2,369.5,460.8,23.3
,"McKinley County, NM","35031",436,210407,207.2,187.8,226.7,9.9
,"Mora County, NM","35033",36,12488,288.3,201.9,399.1,48.0
,"Otero County, NM","35035",611,206195,296.3,272.8,319.8,12.0
,"Quay County, NM","35037",121,25712,470.6,386.7,554.4,42.8
,"Rio Arriba County, NM","35039",366,120103,304.7,273.5,336.0,15.9
,"Roosevelt County, NM","35041",135,56740,237.9,197.8,278.1,20.5
,"Sandoval County, NM","35043",1141,460806,247.6,233.2,262.0,7.3
,"San Juan County, NM","35045",898,362086,248.0,231.8,264.2,8.3
,"San Miguel County, NM","35047",231,80771,286.0,249.1,322.9,18.8
,"Santa Fe County, NM","35049",1118,466821,239.5,225.5,253.5,7.2
,"Sierra County, NM","35051",213,34426,618.7,535.6,701.8,42.4
,"Socorro County, NM","35053",127,48389,262.5,216.8,308.1,23.3
,"Taos County, NM","35055",285,103608,275.1,243.1,307.0,16.3
,"Torrance County, NM","35057",185,46394,398.8,341.3,456.2,29.3
,"Union County, NM","35059",59,12051,489.6,372.7,631.5,63.7
,"Valencia County, NM","35061",660,234411,281.6,260.1,303.0,11.0
,"Albany County, NY","36001",2687,946213,284.0,273.2,294.7,5.5
,"Allegany County, NY","36003",427,139451,306.2,277.2,335.2,14.8
,"Bronx County, NY","36005",11036,4161370,265.2,260.3,270.1,2.5
,"Broome County, NY","36007",1982,590434,335.7,320.9,350.5,7.5
,"Cattaraugus County, NY","36009",869,228465,380.4,355.1,405.7,12.9
,"Cayuga County, NY","36011",740,225363,328.4,304.7,352.0,12.1
,"Chautauqua County, NY","36013",1410,377725,373.3,353.8,392.8,9.9
,"Chemung County, NY","36015",964,245796,392.2,367.4,417.0,12.6
,"Chenango County, NY","36017",627,138915,451.4,416.0,486.7,18.0
,"Clinton County, NY","36019",735,236464,310.8,288.4,333.3,11.5
,"Columbia County, NY","36021",643,183534,350.3,323.3,377.4,13.8
,"Cortland County, NY","36023",378,138189,273.5,246.0,301.1,14.1
,"Delaware County, NY","36025",616,133528,461.3,424.9,497.8,18.6
,"Dutchess County, NY","36027",2803,891807,314.3,302.7,325.9,5.9
,"Erie County, NY","36029",8560,2847142,300.7,294.3,307.0,3.2
,"Essex County, NY","36031",386,110953,347.9,313.2,382.6,17.7
,"Franklin County, NY","36033",428,140331,305.0,276.1,333.9,14.7
,"Fulton County, NY","36035",690,158019,436.7,404.1,469.2,16.6
,"Genesee County, NY","36037",532,172917,307.7,281.5,333.8,13.3
,"Greene County, NY","36039",563,143622,392.0,359.6,424.4,16.5
,"Hamilton County, NY","36041",57,15319,372.1,281.8,482.1,49.3
,"Herkimer County, NY","36043",628,179243,350.4,323.0,377.8,14.0
,"Jefferson County, NY","36045",864,347719,248.5,231.9,265.0,8.5
,"Kings County, NY","36047",18597,7792793,238.6,235.2,242.1,1.7
,"Lewis County, NY","36049",224,79820,280.6,243.9,317.4,18.8
,"Livingston County, NY","36051",499,184252,270.8,247.1,294.6,12.1
,"Madison County, NY","36053",561,201676,278.2,255.2,301.2,11.7
,"Monroe County, NY","36055",5615,2255677,248.9,242.4,255.4,3.3
,"Montgomery County, NY","36057",585,148549,393.8,361.9,425.7,16.3
,"Nassau County, NY","36059",12725,4156348,306.2,300.8,311.5,2.7
,"New York County, NY","36061",10280,4770600,215.5,211.3,219.7,2.1
,"Niagara County, NY","36063",2416,631990,382.3,367.0,397.5,7.8
,"Oneida County, NY","36065",2207,686675,321.4,308.0,334.8,6.8
,"Onondaga County, NY","36067",3876,1409358,275.0,266.4,283.7,4.4
,"Ontario County, NY","36069",956,337709,283.1,265.1,301.0,9.2
,"Orange County, NY","36071",2554,1217936,209.7,201.6,217.8,4.1
,"Orleans County, NY","36073",376,118633,316.9,284.9,349.0,16.3
,"Oswego County, NY","36075",1021,353836,288.6,270.9,306.3,9.0
,"Otsego County, NY","36077",633,178885,353.9,326.3,381.4,14.1
,"Putnam County, NY","36079",679,294041,230.9,213.6,248.3,8.9
,"Queens County, NY","36081",17422,6861368,253.9,250.1,257.7,1.9
,"Rensselaer County, NY","36083",1398,479390,291.6,276.3,306.9,7.8
,"Richmond County, NY","36085",4499,1475314,305.0,296.0,313.9,4.5
,"Rockland County, NY","36087",2087,1019056,204.8,196.0,213.6,4.5
,"St. Lawrence County, NY","36089",1045,322724,323.8,304.2,343.4,10.0
,"Saratoga County, NY","36091",1844,714867,258.0,246.2,269.7,6.0
,"Schenectady County, NY","36093",1517,478084,317.3,301.3,333.3,8.1
,"Schoharie County, NY","36095",276,90031,306.6,270.4,342.7,18.5
,"Schuyler County, NY","36097",213,52909,402.6,348.5,456.6,27.6
,"Seneca County, NY","36099",296,98919,299.2,265.1,333.3,17.4
,"Steuben County, NY","36101",1038,277709,373.8,351.0,396.5,11.6
,"Suffolk County, NY","36103",12822,4574979,280.3,275.4,285.1,2.5
,"Sullivan County, NY","36105",725,239384,302.9,280.8,324.9,11.2
,"Tioga County, NY","36107",491,143467,342.2,312.0,372.5,15.4
,"Tompkins County, NY","36109",572,313497,182.5,167.5,197.4,7.6
,"Ulster County, NY","36111",1820,547603,332.4,317.1,347.6,7.8
,"Warren County, NY","36113",662,196597,336.7,311.1,362.4,13.1
,"Washington County, NY","36115",610,181844,335.5,308.8,362.1,13.6
,"Wayne County, NY","36117",862,272877,315.9,294.8,337.0,10.8
,"Westchester County, NY","36119",7160,2979139,240.3,234.8,245.9,2.8
,"Wyoming County, NY","36121",336,119689,280.7,250.7,310.7,15.3
,"Yates County, NY","36123",195,73536,265.2,228.0,302.4,19.0
,"Alamance County, NC","37001",1572,529395,296.9,282.3,311.6,7.5
,"Alexander County, NC","37003",385,109629,351.2,316.1,386.3,17.9
,"Alleghany County, NC","37005",141,33576,419.9,350.6,489.3,35.4
,"Anson County, NC","37007",320,66159,483.7,430.7,536.7,27.0
,"Ashe County, NC","37009",353,80884,436.4,390.9,482.0,23.2
,"Avery County, NC","37011",212,52996,400.0,346.2,453.9,27.5
,"Beaufort County, NC","37013",581,133221,436.1,400.7,471.6,18.1
,"Bertie County, NC","37015",254,51667,491.6,431.2,552.1,30.8
,"Bladen County, NC","37017",428,88455,483.9,438.0,529.7,23.4
,"Brunswick County, NC","37019",1605,457243,351.0,333.8,368.2,8.8
,"Buncombe County, NC","37021",2332,821024,284.0,272.5,295.6,5.9
,"Burke County, NC","37023",1038,263830,393.4,369.5,417.4,12.2
,"Cabarrus County, NC","37025",1476,707091,208.7,198.1,219.4,5.4
,"Caldwell County, NC","37027",1007,241529,416.9,391.2,442.7,13.1
,"Camden County, NC","37029",73,33060,220.8,173.1,277.6,25.8
,"Carteret County, NC","37031",881,207536,424.5,396.5,452.5,14.3
,"Caswell County, NC","37033",270,68135,396.3,349.0,443.5,24.1
,"Catawba County, NC","37035",1601,489830,326.8,310.8,342.9,8.2
,"Chatham County, NC","37037",690,239377,288.2,266.7,309.8,11.0
,"Cherokee County, NC","37039",409,88638,461.4,416.7,506.1,22.8
,"Chowan County, NC","37041",193,41553,464.5,398.9,530.0,33.4
,"Clay County, NC","37043",148,34787,425.4,356.9,494.0,35.0
,"Cleveland County, NC","37045",1090,302407,360.4,339.0,381.8,10.9
,"Columbus County, NC","37047",740,150098,493.0,457.5,528.5,18.1
,"Craven County, NC","37049",1033,303939,339.9,319.1,360.6,10.6
,"Cumberland County, NC","37051",2503,1010097,247.8,238.1,257.5,5.0
,"Currituck County, NC","37053",277,92261,300.2,264.9,335.6,18.0
,"Dare County, NC","37055",327,113892,287.1,256.0,318.2,15.9
,"Davidson County, NC","37057",1730,518027,334.0,318.2,349.7,8.0
,"Davie County, NC","37059",461,132222,348.7,316.8,380.5,16.2
,"Duplin County, NC","37061",589,147025,400.6,368.3,433.0,16.5
,"Durham County, NC","37063",1782,995698,179.0,170.7,187.3,4.2
,"Edgecombe County, NC","37065",704,145492,483.9,448.1,519.6,18.2
,"Forsyth County, NC","37067",3092,1167601,264.8,255.5,274.2,4.8
,"Franklin County, NC","37069",580,223243,259.8,238.7,281.0,10.8
,"Gaston County, NC","37071",2094,702313,298.2,285.4,310.9,6.5
,"Gates County, NC","37073",139,31092,447.1,372.7,521.4,37.9
,"Graham County, NC","37075",105,24075,436.1,352.7,519.6,42.6
,"Granville County, NC","37077",527,186081,283.2,259.0,307.4,12.3
,"Greene County, NC","37079",248,61158,405.5,355.0,456.0,25.7
,"Guilford County, NC","37081",4139,1638377,252.6,244.9,260.3,3.9
,"Halifax County, NC","37083",669,143418,466.5,431.1,501.8,18.0
,"Harnett County, NC","37085",1022,416275,245.5,230.5,260.6,7.7
,"Haywood County, NC","37087",724,188054,385.0,357.0,413.0,14.3
,"Henderson County, NC","37089",1290,354165,364.2,344.4,384.1,10.1
,"Hertford County, NC","37091",248,61606,402.6,352.5,452.7,25.6
,"Hoke County, NC","37093",341,161347,211.3,188.9,233.8,11.4
,"Hyde County, NC","37095",47,13691,343.3,252.2,456.5,50.1
,"Iredell County, NC","37097",1492,587575,253.9,241.0,266.8,6.6
,"Jackson County, NC","37099",377,130939,287.9,258.9,317.0,14.8
,"Johnston County, NC","37101",1616,703237,229.8,218.6,241.0,5.7
,"Jones County, NC","37103",144,27889,516.3,432.0,600.7,43.0
,"Lee County, NC","37105",603,196673,306.6,282.1,331.1,12.5
,"Lenoir County, NC","37107",855,164234,520.6,485.7,555.5,17.8
,"Lincoln County, NC","37109",771,278440,276.9,257.4,296.4,10.0
,"McDowell County, NC","37111",524,134363,390.0,356.6,423.4,17.0
,"Macon County, NC","37113",458,114041,401.6,364.8,438.4,18.8
,"Madison County, NC","37115",258,65341,394.9,346.7,443.0,24.6
,"Martin County, NC","37117",349,64709,539.3,482.8,595.9,28.9
,"Mecklenburg County, NC","37119",5736,3431369,167.2,162.8,171.5,2.2
,"Mitchell County, NC","37121",207,45056,459.4,396.8,522.0,31.9
,"Montgomery County, NC","37123",313,77777,402.4,357.8,447.0,22.7
,"Moore County, NC","37125",1163,315192,369.0,347.8,390.2,10.8
,"Nash County, NC","37127",1075,287516,373.9,351.5,396.2,11.4
,"New Hanover County, NC","37129",1725,702791,245.4,233.9,257.0,5.9
,"Northampton County, NC","37131",268,50623,529.4,466.0,592.8,32.3
,"Onslow County, NC","37133",1179,627134,188.0,177.3,198.7,5.5
,"Orange County, NC","37135",735,449987,163.3,151.5,175.1,6.0
,"Pamlico County, NC","37137",215,37148,578.8,501.4,656.1,39.5
,"Pasquotank County, NC","37139",463,123203,375.8,341.6,410.0,17.5
,"Pender County, NC","37141",602,197073,305.5,281.1,329.9,12.5
,"Perquimans County, NC","37143",200,39717,503.6,433.8,573.4,35.6
,"Person County, NC","37145",387,118250,327.3,294.7,359.9,16.6
,"Pitt County, NC","37147",1489,520830,285.9,271.4,300.4,7.4
,"Polk County, NC","37149",282,59702,472.3,417.2,527.5,28.1
,"Randolph County, NC","37151",1449,438673,330.3,313.3,347.3,8.7
,"Richmond County, NC","37153",626,127826,489.7,451.4,528.1,19.6
,"Robeson County, NC","37155",1339,350356,382.2,361.7,402.7,10.4
,"Rockingham County, NC","37157",1158,275741,420.0,395.8,444.1,12.3
,"Rowan County, NC","37159",1541,449456,342.9,325.7,360.0,8.7
,"Rutherford County, NC","37161",898,195056,460.4,430.3,490.5,15.4
,"Sampson County, NC","37163",670,177711,377.0,348.5,405.6,14.6
,"Scotland County, NC","37165",469,102765,456.4,415.1,497.7,21.1
